Jersey,Player,Yr,Pos,GP,GS,FumblesRecovered,Int,FumblesLost,Interceptions,stat,year,team
40,"Banks, Josh",Sr,DL,12,12,1,nan,nan,nan,Turnover Margin,2016-17,Wake Forest Demon Deacons
27,"Bell, Tyler",So,RB,12,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Wake Forest Demon Deacons
10,"Wolford, John",Jr,QB,12,12,nan,nan,2.0,10,Turnover Margin,2016-17,Wake Forest Demon Deacons
1H,"Henderson, Amari",Fr,DB,11,8,1,1,nan,nan,Turnover Margin,2016-17,Wake Forest Demon Deacons
22,"Janvion, Ryan",Sr,DB,11,10,1,1,nan,nan,Turnover Margin,2016-17,Wake Forest Demon Deacons
36,"Carney, Cade",Fr,RB,10,10,nan,nan,1.0,nan,Turnover Margin,2016-17,Wake Forest Demon Deacons
2,"Glenn, Cameron",So,DB,9,3,3,1,nan,nan,Turnover Margin,2016-17,Wake Forest Demon Deacons
52,"Diemel, Dayton",Fr,DL,7,0,1,nan,nan,nan,Turnover Margin,2016-17,Wake Forest Demon Deacons
8K,"Kearns, Kyle",Fr,QB,5,1,nan,nan,nan,2,Turnover Margin,2016-17,Wake Forest Demon Deacons
3,"Thomas, Logan",Sr,QB,13,13,nan,nan,3.0,13.0,Turnover Margin,2013-14,Virginia Tech Hokies
11,"Fuller, Kendall",Fr,DB,13,12,1.0,6.0,nan,nan,Turnover Margin,2013-14,Virginia Tech Hokies
90,"Nicolas, Dadi",Jr,DL,13,1,nan,1.0,nan,nan,Turnover Margin,2013-14,Virginia Tech Hokies
34,"Jarrett, Kyshoen",Jr,DB,13,12,nan,2.0,1.0,nan,Turnover Margin,2013-14,Virginia Tech Hokies
24,"Edwards, Tariq",Sr,LB,13,13,1.0,1.0,nan,nan,Turnover Margin,2013-14,Virginia Tech Hokies
8,"Bonner, Detrick",Jr,DB,13,13,nan,2.0,nan,nan,Turnover Margin,2013-14,Virginia Tech Hokies
98,"Hopkins, Derrick",Sr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Tech Hokies
31,"Facyson, Brandon",Fr,DB,12,9,1.0,5.0,nan,nan,Turnover Margin,2013-14,Virginia Tech Hokies
59,"D'Antuono, Eddie",So,OL,12,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Tech Hokies
41,"Di Nardo, Derek",Jr,DB,12,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Tech Hokies
36,"Williams, Chase",Sr,LB,11,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Tech Hokies
92,"Maddy, Luther",Sr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
22,"Edmunds, Terrell",Fr,DB,13,7,1.0,nan,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
5,"Phillips, Cam",So,WR,13,10,nan,nan,2.0,nan,Turnover Margin,2015-16,Virginia Tech Hokies
3,"Stroman, Greg",So,DB,13,6,nan,2.0,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
24,"Shegog, Anthony",So,DB,13,5,2.0,nan,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
19,"Clark, Chuck",Jr,DB,13,13,1.0,1.0,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
45,"Rogers, Sam",Jr,RB,13,5,nan,nan,1.0,nan,Turnover Margin,2015-16,Virginia Tech Hokies
60,"Baron, Woody",Jr,DL,13,5,1.0,nan,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
2,"Riley, Donovan",Sr,DB,13,2,1.0,nan,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
37,"Vandyke, Ronny",Sr,DB,13,6,1.0,nan,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
90,"Nicolas, Dadi",Sr,DL,13,12,2.0,nan,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
6,"Reynolds, Mook",Fr,DB,12,2,2.0,nan,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
36,"Alexander, Adonis",Fr,DB,12,8,nan,4.0,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
4,"Coleman, J.C.",Sr,RB,12,4,nan,nan,2.0,nan,Turnover Margin,2015-16,Virginia Tech Hokies
40,"Clarke, Deon",Sr,LB,12,11,1.0,nan,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
54,"Motuapuaka, Andrew",So,LB,11,11,2.0,1.0,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
26,"Frye, Desmond",Jr,DB,10,4,nan,1.0,nan,nan,Turnover Margin,2015-16,Virginia Tech Hokies
9,"Motley, Brenden",Jr,QB,10,6,nan,nan,2.0,7.0,Turnover Margin,2015-16,Virginia Tech Hokies
25,"Baron, Woody",Sr,DL,14,14,2,nan,nan,nan,Turnover Margin,2016-17,Virginia Tech Hokies
25,"Shegog, Anthony",Jr,LB,14,2,1,1,nan,nan,Turnover Margin,2016-17,Virginia Tech Hokies
54,"Motuapuaka, Andrew",Jr,LB,14,14,2,3,nan,nan,Turnover Margin,2016-17,Virginia Tech Hokies
25,"Phillips, Cam",Jr,WR,14,13,nan,nan,2.0,nan,Turnover Margin,2016-17,Virginia Tech Hokies
7,"Hodges, Bucky",Jr,TE,14,14,nan,nan,1.0,nan,Turnover Margin,2016-17,Virginia Tech Hokies
25,"Edmunds, Terrell",So,DB,14,13,1,4,nan,nan,Turnover Margin,2016-17,Virginia Tech Hokies
49,"Edmunds, Tremaine",So,LB,14,14,1,1,nan,nan,Turnover Margin,2016-17,Virginia Tech Hokies
34,"McMillian, Travon",So,RB,14,7,nan,nan,2.0,nan,Turnover Margin,2016-17,Virginia Tech Hokies
6,"Reynolds, Mook",So,DB,14,13,nan,2,nan,nan,Turnover Margin,2016-17,Virginia Tech Hokies
4,"Evans, Jerod",Jr,QB,14,14,nan,nan,7.0,8,Turnover Margin,2016-17,Virginia Tech Hokies
25,"Alexander, Adonis",So,DB,13,5,nan,2,nan,nan,Turnover Margin,2016-17,Virginia Tech Hokies
12,"Murphy, Henri",So,WR,13,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Virginia Tech Hokies
2D,"Williams, Curtis",Jr,DB,12,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Virginia Tech Hokies
26,"Quillen, Jovonn",Fr,DB,11,0,1,nan,nan,nan,Turnover Margin,2016-17,Virginia Tech Hokies
3,"Blanding, Quin",Fr,DB,12,12,nan,3.0,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
88,"Valles, Max",So,DL,12,12,1.0,1.0,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
32,"Moore, Mike",Jr,DL,12,11,3.0,nan,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
15,"Johns, Matt",Jr,QB,12,3,nan,nan,nan,5.0,Turnover Margin,2014-15,Virginia Cavaliers
7,"Harold, Eli",Jr,DL,12,12,2.0,1.0,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
87,"Dockins, Kyle",So,WR,12,1,nan,nan,1.0,nan,Turnover Margin,2014-15,Virginia Cavaliers
26,"Canady, Maurice",Jr,DB,12,12,nan,3.0,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
13,"Romero, Daquan",Sr,LB,12,12,2.0,1.0,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
8,"Harris, Anthony",Sr,DB,12,12,nan,2.0,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
55,"Dean, David",Jr,DL,12,12,nan,1.0,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
23,"Shepherd, Khalek",Sr,RB,12,0,nan,nan,1.0,nan,Turnover Margin,2014-15,Virginia Cavaliers
25,"Parks, Kevin",Sr,RB,12,12,nan,nan,1.0,nan,Turnover Margin,2014-15,Virginia Cavaliers
22,"Hoskey, Drequan",Sr,DB,12,4,1.0,nan,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
19,"Dowling, Doni",Fr,WR,12,1,nan,nan,1.0,nan,Turnover Margin,2014-15,Virginia Cavaliers
40,"Lee, Darius",Jr,LB,11,0,1.0,nan,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
5,"Harris, Tim",So,DB,10,5,1.0,1.0,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
21,"Phelps, Brandon",Sr,DB,10,10,1.0,1.0,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
38,"Rainey, Kelvin",So,DB,10,0,1.0,nan,nan,nan,Turnover Margin,2014-15,Virginia Cavaliers
11,"Lambert, Greyson",So,QB,9,9,nan,nan,3.0,11.0,Turnover Margin,2014-15,Virginia Cavaliers
17,"Gooch, Miles",Sr,WR,8,8,nan,nan,1.0,nan,Turnover Margin,2014-15,Virginia Cavaliers
90,"Snyder, Jake",nan,DE,12,12,2.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
22,"Hoskey, Drequan",Jr,DB,12,10,nan,1.0,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
45,"Fortin, Matt",Jr,OL,12,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
25,"Parks, Kevin",Jr,RB,12,12,nan,nan,1.0,nan,Turnover Margin,2013-14,Virginia Cavaliers
8,"Harris, Anthony",Jr,DB,12,11,nan,8.0,1.0,nan,Turnover Margin,2013-14,Virginia Cavaliers
40,"Lee, Darius",So,LB,12,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
21,"Phelps, Brandon",Jr,DB,12,10,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
2,"Terrell, Dominique",Jr,WR,12,0,nan,nan,1.0,nan,Turnover Margin,2013-14,Virginia Cavaliers
5,"Watford, David",So,QB,12,12,nan,nan,2.0,15.0,Turnover Margin,2013-14,Virginia Cavaliers
42,"Brim, Demeitre",So,DB,12,2,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
7,"Harold, Eli",So,DL,12,12,2.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
23,"Shepherd, Khalek",Jr,RB,11,3,nan,nan,2.0,nan,Turnover Margin,2013-14,Virginia Cavaliers
83,"McGee, Jake",Jr,TE,11,3,nan,nan,1.0,nan,Turnover Margin,2013-14,Virginia Cavaliers
88,"Valles, Max",Fr,DL,10,4,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
93,"Wilkins, Donte",Fr,DL,9,4,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
99,"Urban, Brent",Sr,DL,8,8,1.0,nan,nan,nan,Turnover Margin,2013-14,Virginia Cavaliers
2C,"Rumph, Ricky",Jr,DB,13,0,nan,1,nan,nan,Turnover Margin,2014-15,West Virginia Mountaineers
1D,"Henry, Dravon",Fr,DB,13,13,nan,2,nan,nan,Turnover Margin,2014-15,West Virginia Mountaineers
11,"White, Kevin",Sr,WR,13,13,nan,nan,1.0,nan,Turnover Margin,2014-15,West Virginia Mountaineers
5,"Alford, Mario",Sr,DB,13,13,nan,nan,1.0,nan,Turnover Margin,2014-15,West Virginia Mountaineers
4,"Smallwood, Wendell",So,RB,13,9,nan,nan,2.0,nan,Turnover Margin,2014-15,West Virginia Mountaineers
2,"Smith, Dreamius",Fr,RB,13,1,nan,nan,1.0,nan,Turnover Margin,2014-15,West Virginia Mountaineers
9A,"Dillon, K.J.",Jr,DB,13,12,nan,3,nan,nan,Turnover Margin,2014-15,West Virginia Mountaineers
8,"Joseph, Karl",Jr,DB,13,13,nan,1,nan,nan,Turnover Margin,2014-15,West Virginia Mountaineers
10,"Thompson, Jordan",Jr,WR,13,9,nan,nan,2.0,nan,Turnover Margin,2014-15,West Virginia Mountaineers
16,"Chestnut, Terrell",Jr,DB,12,12,1,1,nan,nan,Turnover Margin,2014-15,West Virginia Mountaineers
54,"Wilson, Dayron",Jr,DB,12,0,1,nan,nan,nan,Turnover Margin,2014-15,West Virginia Mountaineers
7A,"Shell, Rushel",So,RB,12,8,nan,nan,2.0,nan,Turnover Margin,2014-15,West Virginia Mountaineers
37,"Tonkery, Wes",Sr,DB,12,12,nan,1,nan,nan,Turnover Margin,2014-15,West Virginia Mountaineers
29,"Garrison, Dustin",Jr,RB,11,0,nan,nan,1.0,nan,Turnover Margin,2014-15,West Virginia Mountaineers
7,"Worley, Daryl",So,DB,11,11,nan,3,1.0,nan,Turnover Margin,2014-15,West Virginia Mountaineers
9,"Trickett, Clint",Sr,QB,11,11,nan,nan,4.0,10,Turnover Margin,2014-15,West Virginia Mountaineers
81,"Davis Jr, Vernon",So,WR,9,0,nan,nan,1.0,nan,Turnover Margin,2014-15,West Virginia Mountaineers
5A,"Bellamy, L",nan,nan,13,0,nan,nan,1,nan,Turnover Margin,2015-16,Western Mich. Broncos
1,"Atkins, Rontavious",Sr,DB,13,12,1.0,1,nan,nan,Turnover Margin,2015-16,Western Mich. Broncos
31,"Franklin, Jarvion",So,RB,13,10,nan,nan,2,nan,Turnover Margin,2015-16,Western Mich. Broncos
32,"Bogan, Jamauri",So,RB,13,3,nan,nan,1,nan,Turnover Margin,2015-16,Western Mich. Broncos
6,"Brown, Asantay",So,DB,13,13,1.0,2,nan,nan,Turnover Margin,2015-16,Western Mich. Broncos
14,"Phillips, Darius",So,DB,13,13,1.0,5,nan,nan,Turnover Margin,2015-16,Western Mich. Broncos
3,"Johnson, Fabian",Jr,RB,13,0,nan,nan,1,nan,Turnover Margin,2015-16,Western Mich. Broncos
1A,"Terrell, Zach",Jr,QB,13,12,nan,nan,2,9,Turnover Margin,2015-16,Western Mich. Broncos
83,"Henry, Michael",Jr,WR,13,0,1.0,nan,nan,nan,Turnover Margin,2015-16,Western Mich. Broncos
7,"Zamort, Ronald",Sr,DB,13,13,nan,1,nan,nan,Turnover Margin,2015-16,Western Mich. Broncos
98,"McKinney, Jarrell",Sr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2015-16,Western Mich. Broncos
1B,"Thompson, Carrington",Jr,WR,12,0,nan,nan,1,nan,Turnover Margin,2015-16,Western Mich. Broncos
15,"Simpkins, Jamar",Jr,DL,12,0,1.0,nan,nan,nan,Turnover Margin,2015-16,Western Mich. Broncos
60,"Udelhoven, Conn",Jr,OL,13,0,1.0,nan,nan,nan,Turnover Margin,2015-16,Wisconsin Badgers
8,"Shelton, Sojourn",Jr,DB,13,13,nan,1.0,nan,nan,Turnover Margin,2015-16,Wisconsin Badgers
3,"McEvoy, Tanner",Sr,WR,13,12,1.0,6.0,1.0,nan,Turnover Margin,2015-16,Wisconsin Badgers
58,"Schobert, Joe",Sr,LB,13,13,2.0,1.0,nan,nan,Turnover Margin,2015-16,Wisconsin Badgers
19,"Musso, Leo",Jr,DB,13,2,1.0,2.0,nan,nan,Turnover Margin,2015-16,Wisconsin Badgers
86,"Erickson, Alex",Sr,WR,13,12,nan,nan,1.0,nan,Turnover Margin,2015-16,Wisconsin Badgers
2,"Stave, Joel",Sr,QB,13,13,nan,nan,3.0,11.0,Turnover Margin,2015-16,Wisconsin Badgers
5,"Hillary, Darius",Sr,DB,13,13,2.0,nan,nan,nan,Turnover Margin,2015-16,Wisconsin Badgers
7,"Caputo, Michael",Sr,DB,13,13,1.0,2.0,nan,nan,Turnover Margin,2015-16,Wisconsin Badgers
8,"Shelton, Sojourn",Fr,DB,13,12,nan,4.0,1.0,nan,Turnover Margin,2013-14,Wisconsin Badgers
19,"Musso, Leo",Fr,DB,13,1,nan,1.0,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
25,"Gordon, Melvin",So,RB,13,4,nan,nan,1.0,nan,Turnover Margin,2013-14,Wisconsin Badgers
2,"Stave, Joel",So,QB,13,13,nan,nan,nan,13.0,Turnover Margin,2013-14,Wisconsin Badgers
5,"Hillary, Darius",So,DB,13,13,1.0,1.0,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
96,"Allen, Beau",Sr,DL,13,12,1.0,nan,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
12,"Southward, Dezmen",Sr,DB,13,13,1.0,1.0,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
92,"Muldoon, Pat",Sr,DL,13,10,nan,1.0,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
87,"Hemer, Ethan",Sr,DL,13,8,1.0,nan,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
36,"Armstrong, Ethan",Sr,LB,13,13,2.0,nan,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
4,"Abbrederis, Jared",Sr,WR,13,11,nan,nan,1.0,nan,Turnover Margin,2013-14,Wisconsin Badgers
44,"Borland, Chris",Sr,LB,12,12,2.0,nan,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
97,"Kelly, Brendan",Sr,LB,12,8,1.0,nan,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
5A,"McEvoy, Tanner",So,QB,11,3,nan,1.0,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
3,"Doe, Kenzel",Jr,WR,11,0,nan,nan,1.0,nan,Turnover Margin,2013-14,Wisconsin Badgers
30,"Landisch, Derek",Jr,LB,10,1,1.0,nan,nan,nan,Turnover Margin,2013-14,Wisconsin Badgers
25A,"Tindal, Derrick",Jr,DB,14,14,nan,3.0,nan,nan,Turnover Margin,2016-17,Wisconsin Badgers
17,"Rushing, George",Jr,WR,14,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Wisconsin Badgers
14,"Dixon, D'Cota",Jr,DB,14,14,1.0,4.0,nan,nan,Turnover Margin,2016-17,Wisconsin Badgers
43,"Connelly, Ryan",So,LB,14,8,1.0,1.0,nan,nan,Turnover Margin,2016-17,Wisconsin Badgers
42,"Watt, T.J.",Jr,LB,14,14,1.0,1.0,nan,nan,Turnover Margin,2016-17,Wisconsin Badgers
8,"Shelton, Sojourn",Sr,DB,14,14,1.0,4.0,nan,nan,Turnover Margin,2016-17,Wisconsin Badgers
11,"Peavy, Jazz",Jr,WR,14,10,nan,nan,1.0,nan,Turnover Margin,2016-17,Wisconsin Badgers
34A,"Obasih, Chikwe",Jr,DL,14,11,1.0,nan,nan,nan,Turnover Margin,2016-17,Wisconsin Badgers
32,"Jacobs, Leon",Jr,RB,14,0,nan,1.0,nan,nan,Turnover Margin,2016-17,Wisconsin Badgers
19,"Musso, Leo",Sr,DB,14,14,1.0,5.0,nan,nan,Turnover Margin,2016-17,Wisconsin Badgers
12,"Hornibrook, Alex",Fr,QB,13,9,nan,nan,1.0,7.0,Turnover Margin,2016-17,Wisconsin Badgers
53,"Edwards, T.J.",So,LB,13,12,nan,3.0,nan,nan,Turnover Margin,2016-17,Wisconsin Badgers
6,"Clement, Corey",Sr,RB,13,13,nan,nan,2.0,nan,Turnover Margin,2016-17,Wisconsin Badgers
21,"Jean, Peniel",Sr,DB,14,9,1.0,2.0,nan,nan,Turnover Margin,2014-15,Wisconsin Badgers
7,"Caputo, Michael",Jr,DB,14,14,4.0,1.0,nan,nan,Turnover Margin,2014-15,Wisconsin Badgers
3,"Doe, Kenzel",Sr,WR,14,6,nan,nan,2.0,nan,Turnover Margin,2014-15,Wisconsin Badgers
30,"Landisch, Derek",Sr,LB,14,14,nan,1.0,nan,nan,Turnover Margin,2014-15,Wisconsin Badgers
5A,"McEvoy, Tanner",Jr,QB,14,5,nan,nan,1.0,6.0,Turnover Margin,2014-15,Wisconsin Badgers
6A,"James, Alec",Fr,DL,14,2,1.0,nan,nan,nan,Turnover Margin,2014-15,Wisconsin Badgers
58,"Schobert, Joe",Jr,LB,14,14,1.0,nan,nan,nan,Turnover Margin,2014-15,Wisconsin Badgers
47,"Biegel, Vince",So,LB,14,13,2.0,nan,nan,nan,Turnover Margin,2014-15,Wisconsin Badgers
25,"Gordon, Melvin",Jr,RB,14,14,nan,nan,6.0,nan,Turnover Margin,2014-15,Wisconsin Badgers
59,"Trotter, Marcus",Sr,LB,13,12,1.0,1.0,nan,nan,Turnover Margin,2014-15,Wisconsin Badgers
31A,"Figaro, Lubern",Fr,DB,13,7,nan,1.0,nan,nan,Turnover Margin,2014-15,Wisconsin Badgers
99,"Adeyanju, James",Jr,DL,10,0,1.0,nan,nan,nan,Turnover Margin,2014-15,Wisconsin Badgers
7,"Zamort, Ronald",So,DB,12,12,1.0,nan,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
33,"Currie, Justin",Jr,DB,12,12,nan,3,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
34,"Celiscar, Donald",Jr,DB,12,11,nan,3,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
2A,"Pettway, Demetrius",Sr,DB,12,7,nan,1,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
22,"Chance, Dareyon",Sr,RB,12,9,nan,nan,2,nan,Turnover Margin,2013-14,Western Mich. Broncos
55,"Boles, Travonte",Sr,DL,12,12,nan,1,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
40,"Lark, Kyle",Sr,LB,12,11,1.0,nan,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
4A,"Rolle, Edward",Fr,LB,12,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
38,"Lewis, Austin",Fr,LB,11,2,1.0,nan,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
12,"Adams, Keion",Fr,LB,11,5,1.0,nan,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
93,"Dubose, Mikhail",Fr,DL,11,2,2.0,nan,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
91,"Sueing, Cory",nan,DT,10,5,1.0,nan,nan,nan,Turnover Margin,2013-14,Western Mich. Broncos
16,"Williams,",nan,nan,13,0,nan,1.0,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
31,"Franklin, Jarvion",Fr,RB,13,10,nan,nan,3.0,nan,Turnover Margin,2014-15,Western Mich. Broncos
97,"Scanlon, Brett",So,K,13,0,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
25,"Sweeney, Trevor",So,RB,13,0,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
5,"Turner, Andre",Fr,DL,13,0,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
1A,"Terrell, Zach",So,QB,13,13,nan,nan,2.0,10.0,Turnover Margin,2014-15,Western Mich. Broncos
37,"Schroeder, J.",Jr,P,13,0,nan,nan,1.0,nan,Turnover Margin,2014-15,Western Mich. Broncos
8A,"Braverman, Daniel",So,WR,13,12,nan,nan,1.0,nan,Turnover Margin,2014-15,Western Mich. Broncos
7,"Zamort, Ronald",Jr,DB,13,13,1.0,4.0,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
27,"Ishmael, Trevor",Sr,DB,13,13,nan,1.0,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
33,"Currie, Justin",Sr,DB,13,13,1.0,1.0,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
34,"Celiscar, Donald",Sr,DB,13,13,nan,4.0,1.0,nan,Turnover Margin,2014-15,Western Mich. Broncos
1,"Atkins, Rontavious",Sr,DB,13,13,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
10,"Spillane, Robert",Fr,LB,13,8,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
32,"Ernsberger,",nan,nan,12,0,nan,nan,1.0,nan,Turnover Margin,2014-15,Western Mich. Broncos
14,"Phillips, Darius",Fr,WR,12,2,nan,nan,1.0,nan,Turnover Margin,2014-15,Western Mich. Broncos
8,"Smith, Cleveland",Jr,DL,12,11,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
83,"Henry, Michael",So,WR,11,1,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Mich. Broncos
1A,"Terrell, Zach",Sr,QB,14,14,nan,nan,1.0,4.0,Turnover Margin,2016-17,Western Mich. Broncos
5,"Turner, Andre",Jr,DL,14,13,1.0,nan,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
12,"Adams, Keion",Sr,DL,14,14,1.0,nan,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
4,"Phillips, Darius",Jr,DB,14,13,1.0,4.0,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
20,"Bailey, Caleb",Jr,LB,14,13,2.0,2.0,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
6,"Brown, Asantay",Jr,DB,14,14,1.0,1.0,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
3A,"Franklin, Jarvion",Jr,RB,14,10,nan,nan,1.0,nan,Turnover Margin,2016-17,Western Mich. Broncos
10,"Spillane, Robert",Jr,LB,14,14,nan,3.0,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
87,"Ricci, Giovanni",So,WR,14,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
2C,"Jackson, Obbie",Fr,nan,14,1,nan,1.0,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
56,"Carson, Kasey",Jr,LB,13,1,nan,1.0,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
33,"Assoua, Eric",So,DL,13,9,1.0,nan,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
3,"Johnson, Fabian",Sr,RB,13,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Western Mich. Broncos
53,"Braster, Nathan",Jr,DL,12,6,2.0,nan,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
26,"Ginwright, Davontae",nan,DB,11,4,1.0,nan,nan,nan,Turnover Margin,2016-17,Western Mich. Broncos
8D,"Ward, Marcus",So,DB,13,12,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
28,"Brown, Rico",Sr,DB,13,3,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
12,"Doughty, Brandon",Sr,QB,13,13,nan,nan,2.0,10.0,Turnover Margin,2014-15,Western Ky. Hilltoppers
10,"McNeal, Willie",Sr,WR,13,9,nan,nan,1.0,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
38,"Singh, Ricardo",Sr,DB,13,8,nan,2.0,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
94,"Shorter, Bryan",Jr,DL,13,9,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
88,"Rocker, Gavin",Jr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
98,"Terrell, Devante",So,DL,13,9,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
30,"Iworah, Prince Charles",Jr,DB,13,13,nan,1.0,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
45,"Leston, Branden",So,DB,13,7,1.0,4.0,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
21,"Dangerfield, Jared",Jr,WR,13,13,nan,nan,1.0,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
1L,"Holt, Nick",Jr,LB,13,13,1.0,nan,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
81,"Towner, Kylen",Fr,WR,12,0,nan,nan,1.0,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
80,"Henry, Mitchell",Sr,TE,12,9,nan,nan,1.0,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
5,"Terry, Wonderful",Jr,DB,12,0,1.0,2.0,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
54,"Bertram, Daeshawn",Fr,LB,11,0,nan,1.0,nan,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
20,"Wales, Anthony",So,RB,11,2,nan,nan,2.0,nan,Turnover Margin,2014-15,Western Ky. Hilltoppers
