Jersey,Player,Pos,Yr,GP,GS,Year,Team
75,"Bivens, Dante",OL,Fr,0,0,2017-18,Tulsa  Golden Hurricane
12,"Boomer, Seth",QB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
72,"Bowling, Tyler",OL,Jr,12,12,2017-18,Tulsa  Golden Hurricane
82,"Breedlove II, Joseph",WR,Fr,0,0,2017-18,Tulsa  Golden Hurricane
4,"Brewer, D'Angelo",RB,Sr,11,11,2017-18,Tulsa  Golden Hurricane
92,"Bricker, Christian",DL,Fr,0,0,2017-18,Tulsa  Golden Hurricane
3,"Brooks, Shamari",RB,Fr,9,1,2017-18,Tulsa  Golden Hurricane
2B,"Brown, Jordan",DB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
3B,"Brown, Chase",LB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
8B,"Brubaker, Jesse",DL,Sr,11,9,2017-18,Tulsa  Golden Hurricane
68,"Bucktrot, Tiller",OL,Fr,12,0,2017-18,Tulsa  Golden Hurricane
1B,"Bunch, Manny",DB,So,6,6,2017-18,Tulsa  Golden Hurricane
6C,"Cannon, Diamon",LB,So,12,8,2017-18,Tulsa  Golden Hurricane
55,"Jackson, Shawn",LB,Sr,12,12,2013-14,Tulsa  Golden Hurricane
12,"James, Jordan",WR,Sr,11,11,2013-14,Tulsa  Golden Hurricane
27,"Jennings, Dewitt",LB,Sr,10,3,2013-14,Tulsa  Golden Hurricane
3J,"Jones, Redford",K,Fr,0,0,2013-14,Tulsa  Golden Hurricane
1K,"Kitrell, Blake",WR,Fr,0,0,2013-14,Tulsa  Golden Hurricane
52,"Lafortune, Billy",OL,So,1,0,2013-14,Tulsa  Golden Hurricane
24,"Langer, Zack",RB,So,12,0,2013-14,Tulsa  Golden Hurricane
5L,"Lanoue, Evan",LB,Fr,0,0,2013-14,Tulsa  Golden Hurricane
38,"Linscott, Matt",DB,Fr,11,0,2013-14,Tulsa  Golden Hurricane
8L,"Lowe, Jaylen",QB,Fr,0,0,2013-14,Tulsa  Golden Hurricane
2,"Lucas, Keevan",WR,Fr,12,5,2013-14,Tulsa  Golden Hurricane
99,"Luetjen, Derrick",DL,So,12,12,2013-14,Tulsa  Golden Hurricane
4L,"Luetjen, Matt",RB,Jr,1,0,2013-14,Tulsa  Golden Hurricane
40,"Martin, Trent",LB,So,5,4,2013-14,Tulsa  Golden Hurricane
11,"Carter, Nigel",WR,Sr,12,8,2017-18,Tulsa  Golden Hurricane
2C,"Collins, Zaven",LB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
9C,"Crawford Jr., Sam",WR,Fr,0,0,2017-18,Tulsa  Golden Hurricane
90,"Davis Jr., Frankie",DL,Sr,8,2,2017-18,Tulsa  Golden Hurricane
42,"Edmiston, Cooper",LB,So,12,11,2017-18,Tulsa  Golden Hurricane
2E,"Evans, Akayleb",DB,Fr,9,6,2017-18,Tulsa  Golden Hurricane
50,"Ferguson, Branden",DL,Fr,1,0,2017-18,Tulsa  Golden Hurricane
4F,"Fitzwater, David",TE,Fr,12,0,2017-18,Tulsa  Golden Hurricane
55,"Flanary, Garrett",DL,Fr,10,5,2017-18,Tulsa  Golden Hurricane
79,"Frederick, Rowdy",DB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
15,"Gipson, Trevis",DL,So,12,1,2017-18,Tulsa  Golden Hurricane
59,"Gooden, C.J.",LB,Sr,1,0,2017-18,Tulsa  Golden Hurricane
18,"Gottsch, Sam",DB,Jr,9,0,2017-18,Tulsa  Golden Hurricane
84,"Gragg, Avery",WR,So,10,0,2017-18,Tulsa  Golden Hurricane
70,"Greathouse, Clay",OL,Fr,9,0,2017-18,Tulsa  Golden Hurricane
37,"McDaniel, Austin",DB,Jr,12,6,2013-14,Tulsa  Golden Hurricane
90,"McGrady, Garrett",TE,Fr,4,0,2013-14,Tulsa  Golden Hurricane
51,"Mejia, Blake",OL,Fr,0,0,2013-14,Tulsa  Golden Hurricane
65,"Moyer, Gabe",OL,Sr,12,12,2013-14,Tulsa  Golden Hurricane
1,"Mudoh, Michael",DB,So,12,12,2013-14,Tulsa  Golden Hurricane
20,"Nelson, Demarco",DB,Sr,0,0,2013-14,Tulsa  Golden Hurricane
4N,"Noel, Will",DB,Jr,1,0,2013-14,Tulsa  Golden Hurricane
10,"Norman, Shawn",LB,Fr,12,0,2013-14,Tulsa  Golden Hurricane
32,"Osborne, Mitchell",LB,Jr,12,12,2013-14,Tulsa  Golden Hurricane
91,"Pace, Alex",DL,Sr,0,0,2013-14,Tulsa  Golden Hurricane
2P,"Parks, Dalton",P,Fr,12,0,2013-14,Tulsa  Golden Hurricane
39,"Pate, Marcus",DB,Sr,12,0,2013-14,Tulsa  Golden Hurricane
11,"Patterson, Derek",WR,So,8,5,2013-14,Tulsa  Golden Hurricane
75,"Phillips, Lionell",DL,Fr,4,0,2013-14,Tulsa  Golden Hurricane
1A,"Green IV, Allie",DB,Fr,11,0,2017-18,Tulsa  Golden Hurricane
93,"Hamilton, P.J.",DL,Fr,0,0,2017-18,Tulsa  Golden Hurricane
91,"Hanks, Jake",DL,Sr,2,0,2017-18,Tulsa  Golden Hurricane
46,"Harrell III, Forrest",LB,So,2,0,2017-18,Tulsa  Golden Hurricane
26,"Harvey, Matthew",RB,Fr,3,0,2017-18,Tulsa  Golden Hurricane
1L,"Hefley III, Will",QB,So,1,0,2017-18,Tulsa  Golden Hurricane
4H,"Higuera, Adam",LS,Fr,12,0,2017-18,Tulsa  Golden Hurricane
1H,"Hill, Keanu",DB,Sr,0,0,2017-18,Tulsa  Golden Hurricane
29,"Hobbs, Justin",WR,Jr,12,12,2017-18,Tulsa  Golden Hurricane
65,"Ivy Jr., Chris",OL,So,12,0,2017-18,Tulsa  Golden Hurricane
27,"Jackson, Daiquain",DB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
88,"Jackson, Malik",WR,Fr,0,0,2017-18,Tulsa  Golden Hurricane
43,"Jadick, Andrew",LB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
8,"Johnson, Keenen",WR,So,12,11,2017-18,Tulsa  Golden Hurricane
77,"Johnson, Isaac",OL,Jr,5,0,2017-18,Tulsa  Golden Hurricane
19,"Jones, Redford",K,Sr,12,0,2017-18,Tulsa  Golden Hurricane
66,"Plagg, Evan",OL,Fr,0,0,2013-14,Tulsa  Golden Hurricane
8R,"Rahmings, Cory",DL,Fr,6,0,2013-14,Tulsa  Golden Hurricane
3R,"Riederer, Rob",LB,Fr,0,0,2013-14,Tulsa  Golden Hurricane
26,"Roberson, Thomas",WR,Jr,8,8,2013-14,Tulsa  Golden Hurricane
96,"Rodriguez, Dalton",DL,Fr,9,0,2013-14,Tulsa  Golden Hurricane
5R,"Rubley, Ryan",QB,Fr,0,0,2013-14,Tulsa  Golden Hurricane
29,"Salazar, Carl",K,Jr,12,0,2013-14,Tulsa  Golden Hurricane
48,"Scott, Colby",RB,So,10,0,2013-14,Tulsa  Golden Hurricane
89,"Shamet, Thomas",DL,Fr,0,0,2013-14,Tulsa  Golden Hurricane
56,"Sheets, Evan",DL,So,0,0,2013-14,Tulsa  Golden Hurricane
4S,"Sherwood, Conner",LB,Fr,4,0,2013-14,Tulsa  Golden Hurricane
85,"Shindelar, Kolton",TE,Fr,0,0,2013-14,Tulsa  Golden Hurricane
3S,"Showels, Chris",WR,So,0,0,2013-14,Tulsa  Golden Hurricane
1S,"Simon, Rowdy",LB,Fr,0,0,2013-14,Tulsa  Golden Hurricane
38,"Kenneally, Sean",LB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
39,"Kroesche, Hunter",LB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
49,"Lacey, Tristan",K,Jr,0,0,2017-18,Tulsa  Golden Hurricane
58,"Lamp, Devan",DL,Fr,0,0,2017-18,Tulsa  Golden Hurricane
47,"Landon, Blake",LB,Fr,2,0,2017-18,Tulsa  Golden Hurricane
7,"Louie, Bishop",WR,Sr,3,0,2017-18,Tulsa  Golden Hurricane
1Q,"Marquardt, Brandon",QB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
34,"Martin, Reed",RB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
2M,"Mays, Marcus",DB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
30,"McDaniel, Ryan",DB,Fr,10,0,2017-18,Tulsa  Golden Hurricane
41,"McKinnis, Andrew",WR,Fr,1,0,2017-18,Tulsa  Golden Hurricane
74,"Miller, Chandler",OL,Jr,12,12,2017-18,Tulsa  Golden Hurricane
6,"Minter, Chris",TE,Jr,12,7,2017-18,Tulsa  Golden Hurricane
1M,"Mitchell, Jordan",DB,Sr,3,3,2017-18,Tulsa  Golden Hurricane
53,"Sizelove, Jake",LB,Jr,9,0,2013-14,Tulsa  Golden Hurricane
30,"Snider, Luke",LB,Jr,12,0,2013-14,Tulsa  Golden Hurricane
33,"Sorrells, Michael",RB,So,3,0,2013-14,Tulsa  Golden Hurricane
76,"Stafford, Garrett",OL,So,12,12,2013-14,Tulsa  Golden Hurricane
76,"Stafford, Garrett",OL,So,0,0,2013-14,Tulsa  Golden Hurricane
3C,"Suits, Craig",LB,Fr,0,0,2013-14,Tulsa  Golden Hurricane
2A,"Taylor, Cole",WR,Fr,0,0,2013-14,Tulsa  Golden Hurricane
1T,"Thomas, Micheal",DB,Fr,1,0,2013-14,Tulsa  Golden Hurricane
2T,"Thomas, Kerwin",DB,Fr,0,0,2013-14,Tulsa  Golden Hurricane
97,"Todd, Brentom",DL,Jr,11,8,2013-14,Tulsa  Golden Hurricane
84,"Toliver, Trevor",RB,Jr,5,0,2013-14,Tulsa  Golden Hurricane
5U,"Uhles, Zac",OL,Fr,0,0,2013-14,Tulsa  Golden Hurricane
70,"Uwaezuoke, Jerry",DL,Fr,11,2,2013-14,Tulsa  Golden Hurricane
1V,"Valentino, Brad",QB,So,0,0,2013-14,Tulsa  Golden Hurricane
20,"Montgomery, Cannon",WR,Fr,0,0,2017-18,Tulsa  Golden Hurricane
96,"Mouton, Myles",DL,Jr,12,5,2017-18,Tulsa  Golden Hurricane
76,"Muhammad, Waahid",OL,Fr,8,3,2017-18,Tulsa  Golden Hurricane
8N,"Nelson, Jimmy",DL,Fr,0,0,2017-18,Tulsa  Golden Hurricane
38,"Neph, Cole",TE,Jr,12,0,2017-18,Tulsa  Golden Hurricane
63,"Newfield, John",OL,Fr,0,0,2017-18,Tulsa  Golden Hurricane
1N,"Norris, Montray",DB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
37,"Okolie, Angel",DB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
95,"Patrick, Ryan",DL,Fr,0,0,2017-18,Tulsa  Golden Hurricane
71,"Paul, Chris",OL,Fr,0,0,2017-18,Tulsa  Golden Hurricane
66,"Plagg, Evan",OL,Sr,9,9,2017-18,Tulsa  Golden Hurricane
2P,"Powers, Bryson",DB,Fr,0,0,2017-18,Tulsa  Golden Hurricane
10,"President, Chad",QB,So,12,7,2017-18,Tulsa  Golden Hurricane
89,"Prince, Payton",TE,Jr,12,0,2017-18,Tulsa  Golden Hurricane
71,"Pugh, Jacob",DL,Fr,3,0,2017-18,Tulsa  Golden Hurricane
25,"Quickel, Tim",LB,Jr,0,0,2017-18,Tulsa  Golden Hurricane
2R,"Reeves, Treyvon",LB,Fr,12,0,2017-18,Tulsa  Golden Hurricane
4R,"Revels III, Robert",LB,So,12,0,2017-18,Tulsa  Golden Hurricane
33,"Riederer, Rob",TE,Sr,12,0,2017-18,Tulsa  Golden Hurricane
54,"Robinson, Shemarr",DL,So,12,9,2017-18,Tulsa  Golden Hurricane
9,"Robinson II, Reggie",DB,So,12,11,2017-18,Tulsa  Golden Hurricane
35,"Ross, Madison",RB,Sr,3,0,2017-18,Tulsa  Golden Hurricane
80,"Santana, J.C.",WR,Fr,0,0,2017-18,Tulsa  Golden Hurricane
3V,"Venters, Eddie",RB,Jr,0,0,2013-14,Tulsa  Golden Hurricane
4,"Walker, Darnell",DB,Fr,11,8,2013-14,Tulsa  Golden Hurricane
63,"Wallace, Chris",OL,Fr,12,0,2013-14,Tulsa  Golden Hurricane
7W,"Walton, Davis",OL,Jr,11,8,2013-14,Tulsa  Golden Hurricane
22,"Watts, Trey",RB,Sr,12,11,2013-14,Tulsa  Golden Hurricane
28,"Way, Cole",P,Jr,12,0,2013-14,Tulsa  Golden Hurricane
93,"Webb, Zach",DL,Fr,0,0,2013-14,Tulsa  Golden Hurricane
49,"White, Bradley",DB,So,12,3,2013-14,Tulsa  Golden Hurricane
6,"Williams, Darrell",DB,So,0,0,2013-14,Tulsa  Golden Hurricane
82,"Wilson, Tyler",TE,Fr,11,8,2013-14,Tulsa  Golden Hurricane
41,"Wilson, Cody",RB,Sr,10,4,2013-14,Tulsa  Golden Hurricane
85,"Shindelar, Kolton",DL,Sr,5,3,2017-18,Tulsa  Golden Hurricane
21,"Simon, Rowdy",RB,Sr,9,0,2017-18,Tulsa  Golden Hurricane
48,"Simon, Rylee",LB,So,0,0,2017-18,Tulsa  Golden Hurricane
13,"Skipper, Luke",QB,Fr,7,5,2017-18,Tulsa  Golden Hurricane
98,"Smith, Jeremy",DL,Sr,12,12,2017-18,Tulsa  Golden Hurricane
86,"Snelling, David",WR,So,0,0,2017-18,Tulsa  Golden Hurricane
97,"Stevenson, Tyarise",DL,Fr,11,3,2017-18,Tulsa  Golden Hurricane
1,"Stewart, Josh",WR,Fr,11,9,2017-18,Tulsa  Golden Hurricane
2,"Stokes, Keylon",nan,Fr,9,1,2017-18,Tulsa  Golden Hurricane
28,"Suits, Craig",LB,Sr,12,12,2017-18,Tulsa  Golden Hurricane
24,"Taylor II, Corey",RB,So,3,0,2017-18,Tulsa  Golden Hurricane
22,"Thomas, Javon",RB,So,0,0,2017-18,Tulsa  Golden Hurricane
2T,"Thomas, Kerwin",DB,Sr,11,7,2017-18,Tulsa  Golden Hurricane
53,"Uhles, Zac",OL,Sr,12,12,2017-18,Tulsa  Golden Hurricane
5,"Umblance, Brodrick",WR,Sr,12,0,2017-18,Tulsa  Golden Hurricane
1W,"Wadley, Keidrien",DB,So,9,3,2017-18,Tulsa  Golden Hurricane
9W,"Walker, Nathan",K,Jr,0,0,2017-18,Tulsa  Golden Hurricane
2W,"Warren, Ramadi",RB,Jr,0,0,2017-18,Tulsa  Golden Hurricane
55,"Wheeler, Gerard",OL,Fr,0,0,2017-18,Tulsa  Golden Hurricane
5W,"Whitfield, Mckinley",DB,Jr,12,12,2017-18,Tulsa  Golden Hurricane
3W,"Williams, Cristian",DB,So,12,3,2017-18,Tulsa  Golden Hurricane
99,"Williams, Johnnie",DL,Fr,2,0,2017-18,Tulsa  Golden Hurricane
44,"Wilson Jr., Petera",LB,Sr,11,1,2017-18,Tulsa  Golden Hurricane
57,"Wooden, Beau",DL,Fr,6,0,2017-18,Tulsa  Golden Hurricane
58,"Wright, Willie",OL,Jr,12,12,2017-18,Tulsa  Golden Hurricane
67,"Wyatt, Tristan",OL,So,2,0,2017-18,Tulsa  Golden Hurricane
52,"von Borstel, Thomas",LB,So,0,0,2017-18,Tulsa  Golden Hurricane
47,"Abbott, Blake",LB,Sr,4,0,2015-16,Tulsa  Golden Hurricane
54,"Alexander, Derrick",DL,Sr,13,13,2015-16,Tulsa  Golden Hurricane
16,"Anderson, Jarion",WR,Fr,0,0,2015-16,Tulsa  Golden Hurricane
2A,"Asiegbu, Zik",LB,Sr,13,2,2015-16,Tulsa  Golden Hurricane
88,"Atkinson, Josh",WR,Jr,13,12,2015-16,Tulsa  Golden Hurricane
23,"Barrow, Will",DB,Jr,11,5,2015-16,Tulsa  Golden Hurricane
78,"Belcher, Blake",OL,Jr,2,1,2015-16,Tulsa  Golden Hurricane
61,"Bencke, Josh",OL,Jr,0,0,2015-16,Tulsa  Golden Hurricane
72,"Bowling, Tyler",OL,Fr,13,0,2015-16,Tulsa  Golden Hurricane
22,"Brady, Jeremy",RB,Jr,13,10,2015-16,Tulsa  Golden Hurricane
4,"Brewer, D'Angelo",RB,So,11,9,2015-16,Tulsa  Golden Hurricane
8B,"Brubaker, Jesse",DL,So,13,12,2015-16,Tulsa  Golden Hurricane
5B,"Burgess, Jabe",QB,Fr,0,0,2015-16,Tulsa  Golden Hurricane
8,"Calcagni, Joseph",QB,Sr,13,1,2015-16,Tulsa  Golden Hurricane
26,"Cannon, Diamon",LB,Fr,2,0,2015-16,Tulsa  Golden Hurricane
95,"Carman, Hayden",DL,Jr,13,0,2015-16,Tulsa  Golden Hurricane
11,"Carter, Nigel",WR,So,13,0,2015-16,Tulsa  Golden Hurricane
7C,"Celistan, Johnell",DB,Jr,13,0,2015-16,Tulsa  Golden Hurricane
90,"Davis Jr., Frankie",DL,So,12,3,2015-16,Tulsa  Golden Hurricane
28,"Dickerson, Tavarreon",RB,Jr,3,1,2015-16,Tulsa  Golden Hurricane
3,"Dixon Jr., Mandel",RB,Sr,11,9,2015-16,Tulsa  Golden Hurricane
9,"Evans, Dane",QB,Jr,13,13,2015-16,Tulsa  Golden Hurricane
20,"Flanders, James",RB,Jr,7,0,2015-16,Tulsa  Golden Hurricane
80,"Floyd, Conner",WR,Sr,13,10,2015-16,Tulsa  Golden Hurricane
57,"Foxworth, Dylan",OL,Jr,2,0,2015-16,Tulsa  Golden Hurricane
1,"Garrett, Keyarris",WR,Sr,13,13,2015-16,Tulsa  Golden Hurricane
59,"Gooden, C.J.",LB,So,10,0,2015-16,Tulsa  Golden Hurricane
15,"Gottsch, Sam",DB,Fr,13,0,2015-16,Tulsa  Golden Hurricane
91,"Hanks, Jake",DL,So,6,0,2015-16,Tulsa  Golden Hurricane
55,"Hickman, Matt",LB,Jr,12,0,2015-16,Tulsa  Golden Hurricane
18,"Higuera, Rey",OL,Sr,13,0,2015-16,Tulsa  Golden Hurricane
29,"Hobbs, Justin",WR,Fr,13,2,2015-16,Tulsa  Golden Hurricane
8I,"Ivery, Terrance",WR,Fr,0,0,2015-16,Tulsa  Golden Hurricane
19,"Jones, Redford",K,So,13,0,2015-16,Tulsa  Golden Hurricane
52,"Lafortune, Billy",OL,Sr,0,0,2015-16,Tulsa  Golden Hurricane
24,"Langer, Zack",RB,Sr,11,3,2015-16,Tulsa  Golden Hurricane
38,"Linscott, Matt",LB,Jr,13,12,2015-16,Tulsa  Golden Hurricane
60,"Lott, Ty",DL,So,0,0,2015-16,Tulsa  Golden Hurricane
7,"Louie, Bishop",WR,So,11,0,2015-16,Tulsa  Golden Hurricane
2,"Lucas, Keevan",WR,Jr,4,4,2015-16,Tulsa  Golden Hurricane
99,"Luetjen, Derrick",DL,Sr,13,13,2015-16,Tulsa  Golden Hurricane
40,"Martin, Trent",LB,Jr,13,13,2015-16,Tulsa  Golden Hurricane
93,"Masumbuko, Suleiman",DL,Sr,11,0,2015-16,Tulsa  Golden Hurricane
42,"McClendon, Daelen",RB,So,0,0,2015-16,Tulsa  Golden Hurricane
74,"Miller, Chandler",OL,Fr,13,13,2015-16,Tulsa  Golden Hurricane
34,"Minter, Chris",TE,Fr,12,2,2015-16,Tulsa  Golden Hurricane
13,"Mitchell, Jordan",DB,So,13,3,2015-16,Tulsa  Golden Hurricane
96,"Mouton, Myles",DL,Fr,13,0,2015-16,Tulsa  Golden Hurricane
1M,"Mudoh, Michael",DB,Sr,13,11,2015-16,Tulsa  Golden Hurricane
